locus_tag	ftype	length_bp	gene	EC_number	COG	product
FMKKACNK_03885	CDS	1065	intA_4		COG0582	Prophage integrase IntA
FMKKACNK_03886	CDS	639				hypothetical protein
FMKKACNK_03887	CDS	1140				hypothetical protein
FMKKACNK_03888	CDS	813				hypothetical protein
FMKKACNK_03889	CDS	216				hypothetical protein
FMKKACNK_03890	CDS	2070				hypothetical protein
FMKKACNK_03891	CDS	1284				hypothetical protein
FMKKACNK_03892	CDS	660				hypothetical protein
FMKKACNK_03893	CDS	291				hypothetical protein
FMKKACNK_03894	CDS	285				hypothetical protein
FMKKACNK_03895	CDS	522	srlA_2		COG3730	PTS system glucitol/sorbitol-specific EIIC component
FMKKACNK_03896	CDS	375	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
FMKKACNK_03897	CDS	981	srlE_2	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
FMKKACNK_03898	CDS	1014	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
FMKKACNK_03899	CDS	1152				hypothetical protein
FMKKACNK_03900	CDS	636	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
FMKKACNK_03901	CDS	567	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
FMKKACNK_03902	CDS	843	pgiA	5.3.1.9		Glucose-6-phosphate isomerase
FMKKACNK_03903	CDS	1542	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
FMKKACNK_03904	CDS	1680	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
FMKKACNK_03905	CDS	183				hypothetical protein
FMKKACNK_03906	CDS	876				hypothetical protein
FMKKACNK_03907	CDS	1842				hypothetical protein
FMKKACNK_03908	CDS	1323				hypothetical protein
FMKKACNK_03909	CDS	597	intA_5		COG0582	Prophage integrase IntA
FMKKACNK_03910	CDS	396				hypothetical protein
FMKKACNK_03911	CDS	267				IS3 family transposase IS1351
FMKKACNK_03912	CDS	639				hypothetical protein
FMKKACNK_03913	CDS	1983				hypothetical protein
FMKKACNK_03914	CDS	300				IS3 family transposase ISSty2
FMKKACNK_03915	CDS	471				hypothetical protein
FMKKACNK_03916	CDS	1521	fljB		COG1344	Phase 2 flagellin
FMKKACNK_03917	CDS	573	hin		COG1961	DNA-invertase hin
FMKKACNK_03918	CDS	1116	elmGT	2.4.1.331		Elloramycin glycosyltransferase ElmGT
FMKKACNK_03919	CDS	3654		3.6.3.-		Multidrug efflux ATP-binding/permease protein
FMKKACNK_03920	CDS	1245	fes_2		COG2382	Enterochelin esterase
FMKKACNK_03921	CDS	936				hypothetical protein
FMKKACNK_03922	CDS	2175	pfeA		COG4771	Ferric enterobactin receptor
FMKKACNK_03923	CDS	312				hypothetical protein
FMKKACNK_03924	CDS	1053	pipB2		COG1357	Secreted effector protein PipB2
FMKKACNK_03925	CDS	930				hypothetical protein
FMKKACNK_03926	CDS	897				hypothetical protein
FMKKACNK_03927	CDS	114				hypothetical protein
FMKKACNK_03928	CDS	1014	hoxN			High-affinity nickel transport protein
FMKKACNK_03929	CDS	1416	qseC_2	2.7.13.3		Sensor protein QseC
FMKKACNK_03930	CDS	675	tctD		COG0745	Transcriptional regulatory protein tctD
FMKKACNK_03931	CDS	978				hypothetical protein
FMKKACNK_03932	CDS	432				hypothetical protein
FMKKACNK_03933	CDS	1515				hypothetical protein
FMKKACNK_03934	CDS	135				hypothetical protein
FMKKACNK_03935	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
FMKKACNK_03936	CDS	1269	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
FMKKACNK_03937	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
FMKKACNK_03938	CDS	1284	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
FMKKACNK_03939	CDS	1401	gabP		COG1113	GABA permease
FMKKACNK_03940	CDS	678	glaR		COG1802	HTH-type transcriptional repressor GlaR
FMKKACNK_03941	CDS	450	kbp		COG1652	Potassium binding protein Kbp
FMKKACNK_03942	CDS	159				hypothetical protein
FMKKACNK_03943	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
FMKKACNK_03944	CDS	528	ygaP		COG0607	Inner membrane protein YgaP
FMKKACNK_03945	CDS	180				hypothetical protein
FMKKACNK_03946	CDS	402	stpA		COG2916	DNA-binding protein StpA
FMKKACNK_03947	CDS	450	alaE			L-alanine exporter AlaE
FMKKACNK_03948	CDS	351				hypothetical protein
FMKKACNK_03949	CDS	327	ygaM		COG4575	putative protein YgaM
FMKKACNK_03950	CDS	1335	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
FMKKACNK_03951	CDS	432				hypothetical protein
FMKKACNK_03952	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
FMKKACNK_03953	CDS	411	nrdI		COG1780	Protein NrdI
FMKKACNK_03954	CDS	2118	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
FMKKACNK_03955	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
FMKKACNK_03956	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
FMKKACNK_03957	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
FMKKACNK_03958	CDS	996	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
FMKKACNK_03959	CDS	1185				putative transporter
FMKKACNK_03960	CDS	531	mprA		COG1846	Transcriptional repressor MprA
FMKKACNK_03961	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
FMKKACNK_03962	CDS	1539	emrB			Multidrug export protein EmrB
FMKKACNK_03963	CDS	1371				hypothetical protein
FMKKACNK_03964	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
FMKKACNK_03965	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
FMKKACNK_03966	CDS	426	yqaA		COG1238	Inner membrane protein YqaA
FMKKACNK_03967	CDS	255	yqaB_1	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
FMKKACNK_03968	CDS	156	yqaB_2	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
FMKKACNK_03969	tRNA	77				tRNA-Arg(acg)
FMKKACNK_03970	CDS	555	yrdA		COG0663	Protein YrdA
FMKKACNK_03971	CDS	258				hypothetical protein
FMKKACNK_03972	CDS	822	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
FMKKACNK_03973	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
FMKKACNK_03974	CDS	543	topA_2	5.6.2.1		DNA topoisomerase 1
FMKKACNK_03975	CDS	474	smg			Protein Smg
FMKKACNK_03976	CDS	1125				hypothetical protein
FMKKACNK_03977	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
FMKKACNK_03978	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
FMKKACNK_03979	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
FMKKACNK_03980	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
FMKKACNK_03981	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
FMKKACNK_03982	CDS	270				hypothetical protein
FMKKACNK_03983	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
FMKKACNK_03984	CDS	369				hypothetical protein
FMKKACNK_03985	CDS	384	rplQ		COG0203	50S ribosomal protein L17
FMKKACNK_03986	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
FMKKACNK_03987	CDS	621	rpsD		COG0522	30S ribosomal protein S4
FMKKACNK_03988	CDS	381				hypothetical protein
FMKKACNK_03989	CDS	357	rpsM		COG0099	30S ribosomal protein S13
FMKKACNK_03990	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
FMKKACNK_03991	CDS	1332	secY		COG0201	Protein translocase subunit SecY
FMKKACNK_03992	CDS	435	rplO		COG0200	50S ribosomal protein L15
FMKKACNK_03993	CDS	180	rpmD		COG1841	50S ribosomal protein L30
FMKKACNK_03994	CDS	504	rpsE		COG0098	30S ribosomal protein S5
FMKKACNK_03995	CDS	354	rplR		COG0256	50S ribosomal protein L18
FMKKACNK_03996	CDS	534	rplF		COG0097	50S ribosomal protein L6
FMKKACNK_03997	CDS	393	rpsH		COG0096	30S ribosomal protein S8
FMKKACNK_03998	CDS	306	rpsN		COG0199	30S ribosomal protein S14
FMKKACNK_03999	CDS	540	rplE		COG0094	50S ribosomal protein L5
FMKKACNK_04000	CDS	315	rplX		COG0198	50S ribosomal protein L24
FMKKACNK_04001	CDS	372	rplN		COG0093	50S ribosomal protein L14
FMKKACNK_04002	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
FMKKACNK_04003	CDS	192	rpmC		COG0255	50S ribosomal protein L29
FMKKACNK_04004	CDS	411	rplP		COG0197	50S ribosomal protein L16
FMKKACNK_04005	CDS	702	rpsC		COG0092	30S ribosomal protein S3
FMKKACNK_04006	CDS	333	rplV		COG0091	50S ribosomal protein L22
FMKKACNK_04007	CDS	279	rpsS		COG0185	30S ribosomal protein S19
FMKKACNK_04008	CDS	822	rplB		COG0090	50S ribosomal protein L2
FMKKACNK_04009	CDS	303	rplW		COG0089	50S ribosomal protein L23
FMKKACNK_04010	CDS	606	rplD		COG0088	50S ribosomal protein L4
FMKKACNK_04011	CDS	630	rplC		COG0087	50S ribosomal protein L3
FMKKACNK_04012	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
FMKKACNK_04013	CDS	468	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
FMKKACNK_04014	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
FMKKACNK_04015	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
FMKKACNK_04016	CDS	891	tuf1_2			Elongation factor Tu 1
FMKKACNK_04017	rRNA	451				16S ribosomal RNA (partial)
FMKKACNK_04018	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
FMKKACNK_04019	CDS	1032	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
FMKKACNK_04020	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
FMKKACNK_04021	CDS	816	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
FMKKACNK_04022	CDS	405	rcsF			Outer membrane lipoprotein RcsF
FMKKACNK_04023	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
FMKKACNK_04024	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
FMKKACNK_04025	CDS	702	nlpE		COG3015	Lipoprotein NlpE
FMKKACNK_04026	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
FMKKACNK_04027	CDS	546	yaeQ		COG4681	putative protein YaeQ
FMKKACNK_04028	CDS	201				hypothetical protein
FMKKACNK_04029	CDS	261	rof		COG4568	Protein rof
FMKKACNK_04030	CDS	1293	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
FMKKACNK_04031	CDS	390				hypothetical protein
FMKKACNK_04032	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
FMKKACNK_04033	CDS	1764				hypothetical protein
FMKKACNK_04034	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FMKKACNK_04035	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
FMKKACNK_04036	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
FMKKACNK_04037	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
FMKKACNK_04038	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
FMKKACNK_04039	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
FMKKACNK_04040	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
FMKKACNK_04041	CDS	486	skp		COG2825	Chaperone protein Skp
FMKKACNK_04042	CDS	2415	bamA		COG4775	Outer membrane protein assembly factor BamA
FMKKACNK_04043	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
FMKKACNK_04044	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
FMKKACNK_04045	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
FMKKACNK_04046	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
FMKKACNK_04047	CDS	558	frr		COG0233	Ribosome-recycling factor
FMKKACNK_04048	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
FMKKACNK_04049	CDS	924	tsf		COG0264	Elongation factor Ts
FMKKACNK_04050	CDS	726	rpsB		COG0052	30S ribosomal protein S2
FMKKACNK_04051	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
FMKKACNK_04052	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
FMKKACNK_04053	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
FMKKACNK_04054	CDS	1302	abaF			Fosfomycin resistance protein AbaF
FMKKACNK_04055	CDS	387				hypothetical protein
FMKKACNK_04056	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
FMKKACNK_04057	CDS	1428	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
FMKKACNK_04058	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
FMKKACNK_04059	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
FMKKACNK_04060	CDS	801	btuF		COG0614	Vitamin B12-binding protein
FMKKACNK_04061	CDS	624				hypothetical protein
FMKKACNK_04062	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
FMKKACNK_04063	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
FMKKACNK_04064	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
FMKKACNK_04065	CDS	840	yfcO			putative protein YfcO
FMKKACNK_04066	CDS	531	yfcP			putative fimbrial-like protein YfcP
FMKKACNK_04067	CDS	477	yfcQ			putative fimbrial-like protein YfcQ
FMKKACNK_04068	CDS	513	yfcR			putative fimbrial-like protein YfcR
FMKKACNK_04069	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
FMKKACNK_04070	CDS	2658	papC_2		COG3188	Outer membrane usher protein PapC
FMKKACNK_04071	CDS	561	smfA			Fimbria A protein
FMKKACNK_04072	CDS	207				hypothetical protein
FMKKACNK_04073	CDS	2058	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
FMKKACNK_04074	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
FMKKACNK_04075	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
FMKKACNK_04076	CDS	2190	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
FMKKACNK_04077	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
FMKKACNK_04078	CDS	2475	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
FMKKACNK_04079	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
FMKKACNK_04080	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
FMKKACNK_04081	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
FMKKACNK_04082	CDS	942	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
FMKKACNK_04083	CDS	1419	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
FMKKACNK_04084	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FMKKACNK_04085	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
FMKKACNK_04086	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
FMKKACNK_04087	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
FMKKACNK_04088	CDS	1230				hypothetical protein
FMKKACNK_04089	CDS	441				hypothetical protein
FMKKACNK_04090	CDS	540	fimA_3			Type-1 fimbrial protein, A chain
FMKKACNK_04091	CDS	684	fimC_2			Chaperone protein FimC
FMKKACNK_04092	CDS	2559	fimD_3		COG3188	Outer membrane usher protein FimD
FMKKACNK_04093	CDS	1080	lpfD_3			putative minor fimbrial subunit LpfD
FMKKACNK_04094	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
FMKKACNK_04095	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
FMKKACNK_04096	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
FMKKACNK_04097	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
FMKKACNK_04098	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
FMKKACNK_04099	CDS	1611	cueO		COG2132	Blue copper oxidase CueO
FMKKACNK_04100	CDS	387				hypothetical protein
FMKKACNK_04101	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
FMKKACNK_04102	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
FMKKACNK_04103	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
FMKKACNK_04104	CDS	984	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
FMKKACNK_04105	CDS	1272	dtnK	2.7.1.219	COG3395	D-threonate kinase
FMKKACNK_04106	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
FMKKACNK_04107	CDS	363				hypothetical protein
FMKKACNK_04108	CDS	843				hypothetical protein
FMKKACNK_04109	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
FMKKACNK_04110	CDS	858				hypothetical protein
FMKKACNK_04111	CDS	774				hypothetical protein
FMKKACNK_04112	CDS	792				hypothetical protein
FMKKACNK_04113	CDS	285				hypothetical protein
FMKKACNK_04114	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
FMKKACNK_04115	CDS	1890	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
FMKKACNK_04116	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
FMKKACNK_04117	CDS	765	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
FMKKACNK_04118	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
FMKKACNK_04119	CDS	1407	yicJ_2		COG2211	Inner membrane symporter YicJ
FMKKACNK_04120	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
FMKKACNK_04121	CDS	855	ampE		COG3725	Protein AmpE
FMKKACNK_04122	CDS	564	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
FMKKACNK_04123	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
FMKKACNK_04124	CDS	438				hypothetical protein
FMKKACNK_04125	CDS	1386	epsE		COG2804	Type II secretion system protein E
FMKKACNK_04126	CDS	1203	epsF		COG1459	Type II secretion system protein F
FMKKACNK_04127	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
FMKKACNK_04128	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
FMKKACNK_04129	CDS	744	zapD		COG4582	Cell division protein ZapD
FMKKACNK_04130	CDS	192	yacG		COG3024	DNA gyrase inhibitor YacG
FMKKACNK_04131	CDS	396	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
FMKKACNK_04132	CDS	2706	secA		COG0653	Protein translocase subunit SecA
FMKKACNK_04133	CDS	498	secM			Secretion monitor
FMKKACNK_04134	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
FMKKACNK_04135	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
FMKKACNK_04136	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
FMKKACNK_04137	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
FMKKACNK_04138	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
FMKKACNK_04139	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
FMKKACNK_04140	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
FMKKACNK_04141	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
FMKKACNK_04142	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
FMKKACNK_04143	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
FMKKACNK_04144	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
FMKKACNK_04145	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
FMKKACNK_04146	CDS	1767	ftsI_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
FMKKACNK_04147	CDS	366	ftsL		COG3116	Cell division protein FtsL
FMKKACNK_04148	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
FMKKACNK_04149	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
FMKKACNK_04150	CDS	1005	cra		COG1609	Catabolite repressor/activator
FMKKACNK_04151	CDS	495	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
FMKKACNK_04152	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
FMKKACNK_04153	CDS	945	leuO_2			HTH-type transcriptional regulator LeuO
FMKKACNK_04154	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
FMKKACNK_04155	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
FMKKACNK_04156	CDS	1401	leuC1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit 1
FMKKACNK_04157	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
FMKKACNK_04158	CDS	123	sgrT			Putative inhibitor of glucose uptake transporter SgrT
FMKKACNK_04159	CDS	1659	sgrR_4		COG4533	HTH-type transcriptional regulator SgrR
FMKKACNK_04160	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
FMKKACNK_04161	CDS	1611				hypothetical protein
FMKKACNK_04162	CDS	708	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
FMKKACNK_04163	CDS	768	yabI		COG0586	Inner membrane protein YabI
FMKKACNK_04164	CDS	846	araC_2			Arabinose operon regulatory protein
FMKKACNK_04165	CDS	1710	araB	2.7.1.16	COG1069	Ribulokinase
FMKKACNK_04166	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
FMKKACNK_04167	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
FMKKACNK_04168	CDS	420				hypothetical protein
FMKKACNK_04169	CDS	621				hypothetical protein
FMKKACNK_04170	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
FMKKACNK_04171	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
FMKKACNK_04172	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
FMKKACNK_04173	CDS	813	djlA		COG1076	Co-chaperone protein DjlA
FMKKACNK_04174	CDS	2361	lptD		COG1452	LPS-assembly protein LptD
FMKKACNK_04175	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
FMKKACNK_04176	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
FMKKACNK_04177	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
FMKKACNK_04178	CDS	378	apaG		COG2967	Protein ApaG
FMKKACNK_04179	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
FMKKACNK_04180	CDS	480				IS1595 family transposase ISSsu9
FMKKACNK_04181	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
FMKKACNK_04182	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
FMKKACNK_04183	CDS	1890				hypothetical protein
FMKKACNK_04184	CDS	291				hypothetical protein
FMKKACNK_04185	CDS	417				hypothetical protein
FMKKACNK_04186	CDS	231	ygdR_5			putative lipoprotein YgdR
FMKKACNK_04187	CDS	1341	ygcS			Inner membrane metabolite transport protein YgcS
FMKKACNK_04188	CDS	288	fixX_2		COG2440	Ferredoxin-like protein FixX
FMKKACNK_04189	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
FMKKACNK_04190	CDS	942	fixB_2		COG2025	Protein FixB
FMKKACNK_04191	CDS	771	fixA_2		COG2086	Protein FixA
FMKKACNK_04192	CDS	1518	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
FMKKACNK_04193	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
FMKKACNK_04194	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
FMKKACNK_04195	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
FMKKACNK_04196	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
FMKKACNK_04197	CDS	597	caiE			Carnitine operon protein CaiE
FMKKACNK_04198	CDS	396				hypothetical protein
FMKKACNK_04199	CDS	3228	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
FMKKACNK_04200	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
FMKKACNK_04201	CDS	276				hypothetical protein
FMKKACNK_04202	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
FMKKACNK_04203	CDS	909	citG_3	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
FMKKACNK_04204	CDS	552	citX_2	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
FMKKACNK_04205	CDS	1521	citF_2	4.1.3.6	COG3051	Citrate lyase alpha chain
FMKKACNK_04206	CDS	870	citE_2	4.1.3.6	COG2301	Citrate lyase subunit beta
FMKKACNK_04207	CDS	294	citD_2		COG3052	Citrate lyase acyl carrier protein
FMKKACNK_04208	CDS	969	citC_2	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
