locus_tag	ftype	length_bp	gene	EC_number	COG	product
NDPPBKPF_04038	CDS	186				hypothetical protein
NDPPBKPF_04039	CDS	2640				hypothetical protein
NDPPBKPF_04040	CDS	501	yabI_2		COG0586	Inner membrane protein YabI
NDPPBKPF_04041	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
NDPPBKPF_04042	CDS	441	hslJ		COG3187	Heat shock protein HslJ
NDPPBKPF_04043	CDS	264				hypothetical protein
NDPPBKPF_04044	CDS	3528	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
NDPPBKPF_04045	CDS	1125	ompN_2		COG3203	Outer membrane porin N
NDPPBKPF_04046	CDS	213				hypothetical protein
NDPPBKPF_04047	CDS	435	uspF		COG0589	Universal stress protein F
NDPPBKPF_04048	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
NDPPBKPF_04049	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
NDPPBKPF_04050	CDS	984	zntB_2		COG0598	Zinc transport protein ZntB
NDPPBKPF_04051	CDS	744	glpR_3		COG1349	Glycerol-3-phosphate regulon repressor
NDPPBKPF_04052	CDS	1119	ydgJ_2	1.-.-.-	COG0673	putative oxidoreductase YdgJ
NDPPBKPF_04053	CDS	195				hypothetical protein
NDPPBKPF_04054	CDS	750				hypothetical protein
NDPPBKPF_04055	CDS	1380	aroP_2		COG1113	Aromatic amino acid transport protein AroP
NDPPBKPF_04056	CDS	480	lrp_2		COG1522	Leucine-responsive regulatory protein
NDPPBKPF_04057	CDS	615				hypothetical protein
NDPPBKPF_04058	CDS	1200	tyrB_2	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
NDPPBKPF_04059	CDS	669	metI_3		COG2011	D-methionine transport system permease protein MetI
NDPPBKPF_04060	CDS	1014	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
NDPPBKPF_04061	CDS	807	metQ_4		COG1464	putative D-methionine-binding lipoprotein MetQ
NDPPBKPF_04062	CDS	1176	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
NDPPBKPF_04063	CDS	1035		1.3.1.103		2-haloacrylate reductase
NDPPBKPF_04064	CDS	549				hypothetical protein
NDPPBKPF_04065	CDS	912				hypothetical protein
NDPPBKPF_04066	CDS	867	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
NDPPBKPF_04067	CDS	924	nodD2_1			Nodulation protein D 2
NDPPBKPF_04068	CDS	930	pgrR_8			HTH-type transcriptional regulator PgrR
NDPPBKPF_04069	CDS	930				hypothetical protein
NDPPBKPF_04070	CDS	207				hypothetical protein
NDPPBKPF_04071	CDS	879	rhaS_9			HTH-type transcriptional activator RhaS
NDPPBKPF_04072	CDS	756	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NDPPBKPF_04073	CDS	594	bdcR			HTH-type transcriptional repressor BdcR
NDPPBKPF_04074	CDS	714	bdcA_2		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
NDPPBKPF_04075	CDS	495				hypothetical protein
NDPPBKPF_04076	CDS	543				hypothetical protein
NDPPBKPF_04077	CDS	1086				hypothetical protein
NDPPBKPF_04078	CDS	1755				hypothetical protein
NDPPBKPF_04079	CDS	630				hypothetical protein
NDPPBKPF_04080	CDS	1599				hypothetical protein
NDPPBKPF_04081	CDS	3429				hypothetical protein
NDPPBKPF_04082	CDS	1209				hypothetical protein
NDPPBKPF_04083	CDS	495				hypothetical protein
NDPPBKPF_04084	CDS	348				IS3 family transposase ISYps8
NDPPBKPF_04085	CDS	387				IS3 family transposase ISYpe1
NDPPBKPF_04086	CDS	267				IS3 family transposase ISYpe1
NDPPBKPF_04087	CDS	114				hypothetical protein
NDPPBKPF_04088	CDS	1128				hypothetical protein
NDPPBKPF_04089	CDS	264				hypothetical protein
NDPPBKPF_04090	CDS	1149				hypothetical protein
NDPPBKPF_04091	CDS	267				hypothetical protein
NDPPBKPF_04092	CDS	459				hypothetical protein
NDPPBKPF_04093	CDS	717				hypothetical protein
NDPPBKPF_04094	CDS	510				IS3 family transposase IS1400
NDPPBKPF_04095	CDS	282				IS3 family transposase IS1400
NDPPBKPF_04096	CDS	1008				hypothetical protein
NDPPBKPF_04097	CDS	3288				hypothetical protein
NDPPBKPF_04098	CDS	6321	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
NDPPBKPF_04099	CDS	312	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
NDPPBKPF_04100	CDS	276				hypothetical protein
NDPPBKPF_04101	CDS	1590	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
NDPPBKPF_04102	CDS	3513				hypothetical protein
NDPPBKPF_04103	CDS	1266	intA_2		COG0582	Prophage integrase IntA
NDPPBKPF_04104	tRNA	85				tRNA-Leu(caa)
NDPPBKPF_04105	CDS	669	can_2	4.2.1.1	COG0288	Carbonic anhydrase 2
NDPPBKPF_04106	CDS	1470	dauA_3		COG0659	C4-dicarboxylic acid transporter DauA
NDPPBKPF_04107	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
NDPPBKPF_04108	CDS	873	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
NDPPBKPF_04109	CDS	888	lacG_1			Lactose transport system permease protein LacG
NDPPBKPF_04110	CDS	825	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NDPPBKPF_04111	CDS	1074	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
NDPPBKPF_04112	CDS	1311	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
NDPPBKPF_04113	CDS	900	iolE_2	4.2.1.44	COG1082	Inosose dehydratase
NDPPBKPF_04114	CDS	885				hypothetical protein
NDPPBKPF_04115	CDS	1014	iolG_4	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
NDPPBKPF_04116	CDS	1941	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
NDPPBKPF_04117	CDS	1914	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
NDPPBKPF_04118	CDS	858	hexR_4		COG1737	HTH-type transcriptional regulator HexR
NDPPBKPF_04119	CDS	366				hypothetical protein
NDPPBKPF_04120	CDS	894				hypothetical protein
NDPPBKPF_04121	CDS	822	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
NDPPBKPF_04122	CDS	2073	cntO			Metal-pseudopaline receptor CntO
NDPPBKPF_04123	CDS	774	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
NDPPBKPF_04124	CDS	339	ssuC_3		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
NDPPBKPF_04125	CDS	792	moaF			Protein MoaF
NDPPBKPF_04126	CDS	777	fabG_7	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NDPPBKPF_04127	CDS	1734	atsA	3.1.6.1	COG3119	Arylsulfatase
NDPPBKPF_04128	CDS	1188	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
NDPPBKPF_04129	CDS	684	malT_1			HTH-type transcriptional regulator MalT
NDPPBKPF_04130	CDS	1173				hypothetical protein
NDPPBKPF_04131	CDS	1116		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
NDPPBKPF_04132	CDS	303				hypothetical protein
NDPPBKPF_04133	CDS	363	higA		COG5499	Antitoxin HigA
NDPPBKPF_04134	CDS	543				hypothetical protein
NDPPBKPF_04135	CDS	1500	steT		COG0531	Serine/threonine exchanger SteT
NDPPBKPF_04136	CDS	366				hypothetical protein
NDPPBKPF_04137	CDS	1302	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
NDPPBKPF_04138	CDS	1485	feaB_2	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
NDPPBKPF_04139	CDS	1083	yncE_2		COG3391	putative protein YncE
NDPPBKPF_04140	CDS	2199	fcuA			Ferrichrome receptor FcuA
NDPPBKPF_04141	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
NDPPBKPF_04142	CDS	1242	yegT			Putative nucleoside transporter YegT
NDPPBKPF_04143	CDS	1023	iolE_3	4.2.1.44		Inosose dehydratase
NDPPBKPF_04144	CDS	1152	iolG_5	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
NDPPBKPF_04145	CDS	417				hypothetical protein
NDPPBKPF_04146	CDS	981	rbsR_4		COG1609	Ribose operon repressor
NDPPBKPF_04147	CDS	1245	ybdG_1		COG0668	Miniconductance mechanosensitive channel YbdG
NDPPBKPF_04148	CDS	1428	jefA_1			Drug efflux pump JefA
NDPPBKPF_04149	CDS	867				hypothetical protein
NDPPBKPF_04150	CDS	1044				hypothetical protein
NDPPBKPF_04151	CDS	318				hypothetical protein
NDPPBKPF_04152	CDS	288				hypothetical protein
NDPPBKPF_04153	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
NDPPBKPF_04154	CDS	369				hypothetical protein
NDPPBKPF_04155	CDS	582				hypothetical protein
NDPPBKPF_04156	CDS	1101			COG2220	putative protein
NDPPBKPF_04157	CDS	342	soxS_3			Regulatory protein SoxS
NDPPBKPF_04158	CDS	249				hypothetical protein
NDPPBKPF_04159	CDS	111				hypothetical protein
NDPPBKPF_04160	CDS	2724	ctpF_1	3.6.3.-	COG0474	putative cation-transporting ATPase F
NDPPBKPF_04161	CDS	1080	mdtA_3			Multidrug resistance protein MdtA
NDPPBKPF_04162	CDS	3093	bepG			Efflux pump membrane transporter BepG
NDPPBKPF_04163	CDS	735				hypothetical protein
NDPPBKPF_04164	CDS	1116	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
NDPPBKPF_04165	CDS	924				hypothetical protein
NDPPBKPF_04166	CDS	1335	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
NDPPBKPF_04167	CDS	1464	tauR		COG1167	HTH-type transcriptional regulator TauR
NDPPBKPF_04168	CDS	852	fliY_5		COG0834	L-cystine-binding protein FliY
NDPPBKPF_04169	CDS	642	yecS_3		COG0765	L-cystine transport system permease protein YecS
NDPPBKPF_04170	CDS	666	hisQ_2		COG4215	Histidine transport system permease protein HisQ
NDPPBKPF_04171	CDS	762	occP			Octopine permease ATP-binding protein P
NDPPBKPF_04172	CDS	765	isfD	1.1.1.313	COG4221	Sulfoacetaldehyde reductase
NDPPBKPF_04173	CDS	1338	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
NDPPBKPF_04174	CDS	705	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
NDPPBKPF_04175	CDS	837	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
NDPPBKPF_04176	CDS	834	ddpC_2		COG1173	putative D,D-dipeptide transport system permease protein DdpC
NDPPBKPF_04177	CDS	1023	dppB_1		COG0601	Dipeptide transport system permease protein DppB
NDPPBKPF_04178	CDS	810	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
NDPPBKPF_04179	CDS	723	ddpA_2		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
NDPPBKPF_04180	CDS	696				hypothetical protein
NDPPBKPF_04181	CDS	1665	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
NDPPBKPF_04182	CDS	1473	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
NDPPBKPF_04183	CDS	588	betI_2		COG1309	HTH-type transcriptional regulator BetI
NDPPBKPF_04184	CDS	2034	betT		COG1292	High-affinity choline transport protein
NDPPBKPF_04185	CDS	447	ivy			Inhibitor of vertebrate lysozyme
NDPPBKPF_04186	CDS	1257	ybdG_2		COG0668	Miniconductance mechanosensitive channel YbdG
NDPPBKPF_04187	CDS	894	gcvA_5			Glycine cleavage system transcriptional activator
NDPPBKPF_04188	CDS	606				hypothetical protein
NDPPBKPF_04189	CDS	786	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
NDPPBKPF_04190	CDS	798	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NDPPBKPF_04191	CDS	1068	rbsC_9		COG1172	Ribose import permease protein RbsC
NDPPBKPF_04192	CDS	1545	rbsA_6	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
NDPPBKPF_04193	CDS	294				hypothetical protein
NDPPBKPF_04194	CDS	504			COG1662	IS1 family transposase IS1R
NDPPBKPF_04195	CDS	1044				hypothetical protein
NDPPBKPF_04196	CDS	588				hypothetical protein
NDPPBKPF_04197	CDS	1233				hypothetical protein
NDPPBKPF_04198	CDS	357				hypothetical protein
NDPPBKPF_04199	CDS	591				hypothetical protein
NDPPBKPF_04200	CDS	870				hypothetical protein
NDPPBKPF_04201	CDS	306				hypothetical protein
NDPPBKPF_04202	CDS	840				hypothetical protein
NDPPBKPF_04203	CDS	1926				hypothetical protein
NDPPBKPF_04204	CDS	477				hypothetical protein
NDPPBKPF_04205	CDS	558				hypothetical protein
NDPPBKPF_04206	CDS	444				hypothetical protein
NDPPBKPF_04207	CDS	1482				hypothetical protein
NDPPBKPF_04208	CDS	552				hypothetical protein
NDPPBKPF_04209	CDS	369				hypothetical protein
NDPPBKPF_04210	CDS	564				hypothetical protein
NDPPBKPF_04211	CDS	327				hypothetical protein
NDPPBKPF_04212	CDS	1038				hypothetical protein
NDPPBKPF_04213	CDS	483				hypothetical protein
NDPPBKPF_04214	CDS	1167				hypothetical protein
NDPPBKPF_04215	CDS	699				hypothetical protein
NDPPBKPF_04216	CDS	1521				hypothetical protein
NDPPBKPF_04217	CDS	1677				hypothetical protein
NDPPBKPF_04218	CDS	633				hypothetical protein
NDPPBKPF_04219	CDS	144				hypothetical protein
NDPPBKPF_04220	CDS	369				hypothetical protein
NDPPBKPF_04221	CDS	468				hypothetical protein
NDPPBKPF_04222	CDS	504	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
NDPPBKPF_04223	CDS	315				hypothetical protein
NDPPBKPF_04224	CDS	501				hypothetical protein
NDPPBKPF_04225	CDS	141				hypothetical protein
NDPPBKPF_04226	CDS	384				hypothetical protein
NDPPBKPF_04227	CDS	582				hypothetical protein
NDPPBKPF_04228	CDS	177				hypothetical protein
NDPPBKPF_04229	CDS	597				hypothetical protein
NDPPBKPF_04230	CDS	1092				hypothetical protein
NDPPBKPF_04231	CDS	177				hypothetical protein
NDPPBKPF_04232	CDS	420				hypothetical protein
NDPPBKPF_04233	CDS	135				hypothetical protein
NDPPBKPF_04234	CDS	264				hypothetical protein
NDPPBKPF_04235	CDS	729				hypothetical protein
NDPPBKPF_04236	CDS	294				hypothetical protein
NDPPBKPF_04237	CDS	852	dnaA_2			Chromosomal replication initiator protein DnaA
NDPPBKPF_04238	CDS	855				hypothetical protein
NDPPBKPF_04239	CDS	222				hypothetical protein
NDPPBKPF_04240	CDS	228				hypothetical protein
NDPPBKPF_04241	CDS	492	lexA_2	3.4.21.88		LexA repressor
NDPPBKPF_04242	CDS	177				hypothetical protein
NDPPBKPF_04243	CDS	159				hypothetical protein
NDPPBKPF_04244	CDS	972				hypothetical protein
NDPPBKPF_04245	CDS	285				hypothetical protein
NDPPBKPF_04246	CDS	846				hypothetical protein
NDPPBKPF_04247	CDS	681				hypothetical protein
NDPPBKPF_04248	CDS	429				hypothetical protein
NDPPBKPF_04249	CDS	657				hypothetical protein
NDPPBKPF_04250	CDS	768				hypothetical protein
NDPPBKPF_04251	CDS	219				hypothetical protein
NDPPBKPF_04252	CDS	216				hypothetical protein
NDPPBKPF_04253	CDS	1164	xerD_1			Tyrosine recombinase XerD
NDPPBKPF_04254	tRNA	77				tRNA-Arg(tct)
NDPPBKPF_04255	CDS	867	folD		COG0190	Bifunctional protein FolD protein
NDPPBKPF_04256	CDS	213	ybcJ		COG2501	putative protein YbcJ
NDPPBKPF_04257	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
NDPPBKPF_04258	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
NDPPBKPF_04259	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
NDPPBKPF_04260	CDS	339				hypothetical protein
NDPPBKPF_04261	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
NDPPBKPF_04262	CDS	897	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
NDPPBKPF_04263	CDS	1077	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
NDPPBKPF_04264	CDS	1146				hypothetical protein
NDPPBKPF_04265	CDS	1317				hypothetical protein
NDPPBKPF_04266	CDS	1032				IS630 family transposase ISEc33
NDPPBKPF_04267	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
NDPPBKPF_04268	CDS	153	hokE			Toxic protein HokE
NDPPBKPF_04269	CDS	237	vdcD			Protein VdcD
NDPPBKPF_04270	CDS	1428	edcC	4.1.1.61	COG0043	Phenolic acid decarboxylase
NDPPBKPF_04271	CDS	594	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
NDPPBKPF_04272	CDS	408	hosA			Transcriptional regulator HosA
NDPPBKPF_04273	CDS	888	dmlR_17			HTH-type transcriptional regulator DmlR
NDPPBKPF_04274	CDS	1203	jefA_2			Drug efflux pump JefA
NDPPBKPF_04275	CDS	378				hypothetical protein
NDPPBKPF_04276	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
NDPPBKPF_04277	CDS	1137	nlpD_1			Murein hydrolase activator NlpD
NDPPBKPF_04278	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
NDPPBKPF_04279	CDS	762	surE_2	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
NDPPBKPF_04280	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
NDPPBKPF_04281	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
NDPPBKPF_04282	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
NDPPBKPF_04283	CDS	318	ftsB		COG2919	Cell division protein FtsB
NDPPBKPF_04284	CDS	327	ygbE			Inner membrane protein YgbE
NDPPBKPF_04285	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
NDPPBKPF_04286	CDS	498	cysN_1	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
NDPPBKPF_04287	CDS	837	cysN_2	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
NDPPBKPF_04288	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
NDPPBKPF_04289	CDS	1074	cysG_1		COG0007	Siroheme synthase
NDPPBKPF_04290	CDS	1047				hypothetical protein
NDPPBKPF_04291	CDS	735	cysH_2	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
NDPPBKPF_04292	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
NDPPBKPF_04293	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
NDPPBKPF_04294	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
NDPPBKPF_04295	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
NDPPBKPF_04296	CDS	1110				hypothetical protein
NDPPBKPF_04297	CDS	1299	eno	4.2.1.11	COG0148	Enolase
NDPPBKPF_04298	CDS	1638	pyrG_2	6.3.4.2	COG0504	CTP synthase
NDPPBKPF_04299	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
NDPPBKPF_04300	CDS	2238	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
NDPPBKPF_04301	CDS	1305	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
NDPPBKPF_04302	CDS	2751	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
NDPPBKPF_04303	CDS	1140	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
NDPPBKPF_04304	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
NDPPBKPF_04305	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
NDPPBKPF_04306	CDS	1353	gudP_2			putative glucarate transporter
NDPPBKPF_04307	CDS	444			COG0716	putative protein
NDPPBKPF_04308	CDS	795	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
NDPPBKPF_04309	CDS	330	yqcC		COG3098	putative protein YqcC
NDPPBKPF_04310	CDS	546	syd			Protein Syd
NDPPBKPF_04311	CDS	846	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
NDPPBKPF_04312	CDS	1368	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
NDPPBKPF_04313	CDS	1290	sdaC_2		COG0814	Serine transporter
NDPPBKPF_04314	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
NDPPBKPF_04315	CDS	942	ssuA_3			Putative aliphatic sulfonates-binding protein
NDPPBKPF_04316	CDS	1224	soxC			Dibenzothiophene desulfurization enzyme C
NDPPBKPF_04317	CDS	1422	ygcS			Inner membrane metabolite transport protein YgcS
NDPPBKPF_04318	CDS	879				hypothetical protein
NDPPBKPF_04319	CDS	702	metI_4		COG2011	D-methionine transport system permease protein MetI
NDPPBKPF_04320	CDS	1023	metN_3	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
NDPPBKPF_04321	CDS	1407	dmoA	1.14.13.131		Dimethyl-sulfide monooxygenase
NDPPBKPF_04322	CDS	1398				hypothetical protein
NDPPBKPF_04323	CDS	1173	msuD_2	1.14.14.5	COG2141	Methanesulfonate monooxygenase
NDPPBKPF_04324	CDS	1944	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
NDPPBKPF_04325	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
NDPPBKPF_04326	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
NDPPBKPF_04327	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
NDPPBKPF_04328	CDS	1311	fucP		COG0738	L-fucose-proton symporter
NDPPBKPF_04329	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
NDPPBKPF_04330	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
NDPPBKPF_04331	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
NDPPBKPF_04332	CDS	711	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
NDPPBKPF_04333	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
NDPPBKPF_04334	CDS	396				hypothetical protein
NDPPBKPF_04335	CDS	825	gcvA_6			Glycine cleavage system transcriptional activator
NDPPBKPF_04336	CDS	231	ygdR_3			putative lipoprotein YgdR
NDPPBKPF_04337	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
NDPPBKPF_04338	CDS	432	csdE		COG2166	Sulfur acceptor protein CsdE
NDPPBKPF_04339	CDS	822	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
NDPPBKPF_04340	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
NDPPBKPF_04341	tRNA	77				tRNA-Met(cat)
NDPPBKPF_04342	tRNA	77				tRNA-Met(cat)
NDPPBKPF_04343	CDS	1341				hypothetical protein
NDPPBKPF_04344	CDS	666				hypothetical protein
NDPPBKPF_04345	CDS	1704	ompA_4			Outer membrane protein A
NDPPBKPF_04346	CDS	2391				hypothetical protein
NDPPBKPF_04347	CDS	1782				hypothetical protein
NDPPBKPF_04348	CDS	1104				hypothetical protein
NDPPBKPF_04349	CDS	1149				hypothetical protein
NDPPBKPF_04350	CDS	3336				hypothetical protein
NDPPBKPF_04351	CDS	1761				hypothetical protein
NDPPBKPF_04352	CDS	1083				hypothetical protein
NDPPBKPF_04353	CDS	534				hypothetical protein
NDPPBKPF_04354	CDS	426				hypothetical protein
NDPPBKPF_04355	CDS	1056	cobT_2	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
NDPPBKPF_04356	CDS	546	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
NDPPBKPF_04357	CDS	1524	cobQ			Cobyric acid synthase
NDPPBKPF_04358	CDS	825	cbiO	7.-.-.-	COG1122	Cobalt import ATP-binding protein CbiO
NDPPBKPF_04359	CDS	678	cbiQ		COG0619	Cobalt transport protein CbiQ
NDPPBKPF_04360	CDS	282	cbiN		COG1930	Cobalt transport protein CbiN
NDPPBKPF_04361	CDS	738	cbiM		COG0310	Cobalt transport protein CbiM
NDPPBKPF_04362	CDS	711	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
NDPPBKPF_04363	CDS	795	cbiK	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
NDPPBKPF_04364	CDS	786	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
NDPPBKPF_04365	CDS	726	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
NDPPBKPF_04366	CDS	1056	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
NDPPBKPF_04367	CDS	774	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
NDPPBKPF_04368	CDS	570	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
NDPPBKPF_04369	CDS	606	cbiE	2.1.1.289	COG2241	Cobalt-precorrin-7 C(5)-methyltransferase
NDPPBKPF_04370	CDS	1140	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
NDPPBKPF_04371	CDS	636	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
NDPPBKPF_04372	CDS	960	cobD_1		COG1270	Cobalamin biosynthesis protein CobD
NDPPBKPF_04373	CDS	1377	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
NDPPBKPF_04374	CDS	912	rhaS_10			HTH-type transcriptional activator RhaS
NDPPBKPF_04375	CDS	810	pduF		COG0580	Propanediol diffusion facilitator
NDPPBKPF_04376	CDS	285	pduA_1		COG4577	Propanediol utilization protein PduA
NDPPBKPF_04377	CDS	813	pduB		COG4816	Propanediol utilization protein PduB
NDPPBKPF_04378	CDS	1665	pduC	4.2.1.28	COG4909	Propanediol dehydratase large subunit
NDPPBKPF_04379	CDS	690	pduD_1	4.2.1.28		Propanediol dehydratase medium subunit
NDPPBKPF_04380	CDS	525	pduE_1	4.2.1.28	COG4910	Propanediol dehydratase small subunit
NDPPBKPF_04381	CDS	1833	ddrA_1			Diol dehydratase-reactivating factor alpha subunit
NDPPBKPF_04382	CDS	351				hypothetical protein
NDPPBKPF_04383	CDS	276	pduA_2		COG4577	Propanediol utilization protein PduA
NDPPBKPF_04384	CDS	447				hypothetical protein
NDPPBKPF_04385	CDS	633	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
NDPPBKPF_04386	CDS	492				hypothetical protein
